N9721	health	nutrition	50 Foods You Should Never Eat, According to Health Experts	This is so depressing.	https://assets.msn.com/labs/mind/AABDHTv.html	[]	[]
N20110	travel	traveltripideas	5 of the best places in San Diego for gorgeous (and free!) views	Add San Diego to your travel bucket list. The Southern California city offers incredible beach views in multiple areas. The best part? They're free!	https://assets.msn.com/labs/mind/AAJ1T6c.html	"[{""Label"": ""San Diego"", ""Type"": ""G"", ""WikidataId"": ""Q16552"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""San Diego""]}]"	"[{""Label"": ""San Diego"", ""Type"": ""G"", ""WikidataId"": ""Q16552"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""San Diego""]}, {""Label"": ""Southern California"", ""Type"": ""G"", ""WikidataId"": ""Q844837"", ""Confidence"": 0.917, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Southern California""]}]"
N60209	news	newsworld	Dutch family found in cellar 'waiting for end of time'	"Dutch police found a father and six adult children hidden in the basement of a remote farmhouse where they had reportedly spent years ""waiting for the end of time"", officials said Tuesday. - 'Living in a basement' - Local news station RTV Drenthe, which first reported the story, said the family ""have been living in a basement for years, waiting for the 'end of times'."""	https://assets.msn.com/labs/mind/AAIOVHt.html	[]	"[{""Label"": ""Korps landelijke politiediensten"", ""Type"": ""O"", ""WikidataId"": ""Q502435"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Dutch police""]}]"
N37977	sports	baseball_mlb	Giancarlo Stanton Out of Yankees Lineup for Game 2 Against Astros	Well, this is more than a bit concerning. Only one day after showing how effective he can be with the bat on the big stage, Giancarlo Stanton is not in the Yankees' lineup for Sunday's ALCS Game 2 against the Astros and Justin Verlander. Though the Yanks went up 1-0 in the series on Saturday night, every game is crucial, and this benching raises alarm bells. Let's get back in there. #NextManUp pic.twitter.com/ovZgCKxT4z   New York Yankees...	https://assets.msn.com/labs/mind/AAIIZR0.html	"[{""Label"": ""Giancarlo Stanton"", ""Type"": ""P"", ""WikidataId"": ""Q3105192"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Giancarlo Stanton""]}, {""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [25], ""SurfaceForms"": [""Yankees""]}, {""Label"": ""Houston Astros"", ""Type"": ""O"", ""WikidataId"": ""Q848117"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [59], ""SurfaceForms"": [""Astros""]}]"	"[{""Label"": ""Giancarlo Stanton"", ""Type"": ""P"", ""WikidataId"": ""Q3105192"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [124], ""SurfaceForms"": [""Giancarlo Stanton""]}, {""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [156, 426], ""SurfaceForms"": [""Yankees"", ""New York Yankees""]}, {""Label"": ""Houston Astros"", ""Type"": ""O"", ""WikidataId"": ""Q848117"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [209], ""SurfaceForms"": [""Astros""]}, {""Label"": ""Justin Verlander"", ""Type"": ""P"", ""WikidataId"": ""Q981788"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [220], ""SurfaceForms"": [""Justin Verlander""]}]"
N11116	entertainment	celebrity	Debunking the week's tabloid stories: Oct. 25, 2019	A round-up of the week's tabloid stories that totally missed the mark.	https://assets.msn.com/labs/mind/AAJm3OK.html	[]	[]
N2003	lifestyle	lifestylebuzz	A wave crashed over a couple during their beach wedding photo shoot, and now the stunning picture is going viral	"The couple, who say they met on Tinder, told Insider they would do the photo shoot ""all over again in a heartbeat."""	https://assets.msn.com/labs/mind/AAJX4tb.html	[]	[]
N54026	news	newsworld	China's defense minister says resolving 'Taiwan question' is national priority	China's defence minister says resolving 'Taiwan question' is national priority	https://assets.msn.com/labs/mind/AAJ5y3w.html	"[{""Label"": ""China"", ""Type"": ""G"", ""WikidataId"": ""Q148"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""China""]}, {""Label"": ""Taiwan"", ""Type"": ""G"", ""WikidataId"": ""Q865"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""Taiwan""]}]"	"[{""Label"": ""China"", ""Type"": ""G"", ""WikidataId"": ""Q148"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""China""]}, {""Label"": ""Taiwan"", ""Type"": ""G"", ""WikidataId"": ""Q865"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""Taiwan""]}]"
N10059	news	newsus	Soldier wounded searching for Bergdahl dies	Allen's unit was ambushed when they were looking for Bergdahl after he deserted his base in 2009	https://assets.msn.com/labs/mind/AAIOVhL.html	"[{""Label"": ""Bowe Bergdahl"", ""Type"": ""P"", ""WikidataId"": ""Q2896654"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [30], ""SurfaceForms"": [""Bergdahl""]}]"	"[{""Label"": ""Bowe Bergdahl"", ""Type"": ""P"", ""WikidataId"": ""Q2896654"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [53], ""SurfaceForms"": [""Bergdahl""]}]"
N35178	news	newsworld	Trump Said to Favor Leaving a Few Hundred Troops in Eastern Syria	President Trump is leaning in favor of a new Pentagon plan to keep a small contingent of American troops in eastern Syria, perhaps numbering about 200, to combat the Islamic State and block the advance of Syrian government and Russian forces into the region's coveted oil fields, a senior administration official said on Sunday.	https://assets.msn.com/labs/mind/AAJ5yIt.html	"[{""Label"": ""Syria"", ""Type"": ""G"", ""WikidataId"": ""Q858"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [60], ""SurfaceForms"": [""Syria""]}]"	"[{""Label"": ""Syria"", ""Type"": ""G"", ""WikidataId"": ""Q858"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [116, 205], ""SurfaceForms"": [""Syria"", ""Syrian government""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""President Trump""]}, {""Label"": ""Islamic State of Iraq and the Levant"", ""Type"": ""U"", ""WikidataId"": ""Q2429253"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [166], ""SurfaceForms"": [""Islamic State""]}, {""Label"": ""United States Army"", ""Type"": ""O"", ""WikidataId"": ""Q9212"", ""Confidence"": 0.973, ""OccurrenceOffsets"": [89], ""SurfaceForms"": [""American troops""]}, {""Label"": ""Russian Empire"", ""Type"": ""G"", ""WikidataId"": ""Q34266"", ""Confidence"": 0.954, ""OccurrenceOffsets"": [227], ""SurfaceForms"": [""Russian forces""]}, {""Label"": ""The Pentagon"", ""Type"": ""F"", ""WikidataId"": ""Q11208"", ""Confidence"": 0.901, ""OccurrenceOffsets"": [45], ""SurfaceForms"": [""Pentagon""]}]"
N52948	sports	baseball_mlb	Orioles' Chris Davis sets record with $3M donation to University of Maryland Children's Hospital	Baltimore Orioles fans should give first baseman Chris Davis some more slack in 2020. Davis   who is derided in Baltimore for his lucrative contract   made a record-breaking donation to the University of Maryland Children's Hospital on Monday.	https://assets.msn.com/labs/mind/AAJQtoO.html	"[{""Label"": ""Chris Davis (baseball)"", ""Type"": ""P"", ""WikidataId"": ""Q1046188"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [9], ""SurfaceForms"": [""Chris Davis""]}, {""Label"": ""Baltimore Orioles"", ""Type"": ""O"", ""WikidataId"": ""Q650816"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Orioles""]}, {""Label"": ""University of Maryland, College Park"", ""Type"": ""O"", ""WikidataId"": ""Q503415"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [54], ""SurfaceForms"": [""University of Maryland""]}]"	"[{""Label"": ""Chris Davis (baseball)"", ""Type"": ""P"", ""WikidataId"": ""Q1046188"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [49, 86], ""SurfaceForms"": [""Chris Davis"", ""Davis""]}, {""Label"": ""Baltimore Orioles"", ""Type"": ""O"", ""WikidataId"": ""Q650816"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 112], ""SurfaceForms"": [""Baltimore Orioles"", ""Baltimore""]}, {""Label"": ""University of Maryland, College Park"", ""Type"": ""O"", ""WikidataId"": ""Q503415"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [190], ""SurfaceForms"": [""University of Maryland""]}]"
N46082	video	science	Archaeologists open ancient coffins in Egypt	"After 30 ancient coffins were unearthed ""completely by accident"" in Egypt this week, archaeologists are now taking a closer look. Two of the coffins have been opened but what will experts find inside? NBC's Molly Hunter reports for Weekend TODAY."	https://assets.msn.com/labs/mind/AAJ1U6b.html	[]	"[{""Label"": ""Weekend Today"", ""Type"": ""W"", ""WikidataId"": ""Q7979443"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [232], ""SurfaceForms"": [""Weekend TODAY""]}, {""Label"": ""NBC"", ""Type"": ""O"", ""WikidataId"": ""Q13974"", ""Confidence"": 0.994, ""OccurrenceOffsets"": [201], ""SurfaceForms"": [""NBC""]}]"
N55266	finance	finance-career	The worst jobs in America	Americans are increasingly miserable in their jobs. Stacker has looked at data from PayScale and the Bureau of Labor Statistics to determine the 50 worst jobs in the United States.	https://assets.msn.com/labs/mind/AAIAaCs.html	"[{""Label"": ""United States"", ""Type"": ""G"", ""WikidataId"": ""Q30"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [18], ""SurfaceForms"": [""America""]}]"	"[{""Label"": ""United States"", ""Type"": ""G"", ""WikidataId"": ""Q30"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [166], ""SurfaceForms"": [""United States""]}, {""Label"": ""Bureau of Labor Statistics"", ""Type"": ""O"", ""WikidataId"": ""Q2928428"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [101], ""SurfaceForms"": [""Bureau of Labor Statistics""]}, {""Label"": ""PayScale"", ""Type"": ""O"", ""WikidataId"": ""Q7156560"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [84], ""SurfaceForms"": [""PayScale""]}]"
N31900	travel	travelarticle	Milwaukee is the world's hottest new travel destination, according to Airbnb. Here's why it won the top spot.	Airbnb released the top 20 destinations of 2020, based on increased interest and bookings made through the site.	https://assets.msn.com/labs/mind/AAIDF2D.html	"[{""Label"": ""Milwaukee"", ""Type"": ""G"", ""WikidataId"": ""Q37836"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Milwaukee""]}, {""Label"": ""Airbnb"", ""Type"": ""O"", ""WikidataId"": ""Q63327"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [70], ""SurfaceForms"": [""Airbnb""]}]"	"[{""Label"": ""Airbnb"", ""Type"": ""O"", ""WikidataId"": ""Q63327"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Airbnb""]}]"
N28803	news	newsus	"Trump to spend $300 million on border wall ""quality assurance"""	The announcement comes just days after reports that the president's signature wall is not particularly secure.	https://assets.msn.com/labs/mind/AAJX5JZ.html	"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.978, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Trump""]}]"	[]
N43095	foodanddrink	tipsandtricks	Infamous food hacks you need to ignore		https://assets.msn.com/labs/mind/AAJm3vh.html	[]	[]
N33922	news	newspolitics	Trump Floats Mulvaney Replacements Including Mnuchin and Conway	Donald Trump has for weeks been privately testing the idea of replacing his chief of staff, Mick Mulvaney, who's swiftly fallen out of favor with some of the president's allies after high-profile stumbles handling the House impeachment inquiry.	https://assets.msn.com/labs/mind/AAJaWIn.html	"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Trump""]}, {""Label"": ""Steven Mnuchin"", ""Type"": ""P"", ""WikidataId"": ""Q24248265"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [45], ""SurfaceForms"": [""Mnuchin""]}]"	"[{""Label"": ""Mick Mulvaney"", ""Type"": ""P"", ""WikidataId"": ""Q1235731"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [92], ""SurfaceForms"": [""Mick Mulvaney""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Donald Trump""]}]"
N56109	sports	football_ncaa	Lane Kiffin seemed to enjoy getting fined $5K for a blind ref meme, calls out LeBron James	This is classic Lane Kiffin.	https://assets.msn.com/labs/mind/AAJ5ycT.html	"[{""Label"": ""Lane Kiffin"", ""Type"": ""P"", ""WikidataId"": ""Q3826815"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Lane Kiffin""]}, {""Label"": ""LeBron James"", ""Type"": ""P"", ""WikidataId"": ""Q36159"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [78], ""SurfaceForms"": [""LeBron James""]}]"	"[{""Label"": ""Lane Kiffin"", ""Type"": ""P"", ""WikidataId"": ""Q3826815"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Lane Kiffin""]}]"
N2607	foodanddrink	recipes	50 Quick Christmas Dinner Sides Ready in 30 Minutes	Christmas dinner side dishes don't have to take all day! Have all these recipes ready in 30 minutes or less. The post 50 Quick Christmas Dinner Sides Ready in 30 Minutes appeared first on Taste of Home.	https://assets.msn.com/labs/mind/AAJg4zs.html	[]	"[{""Label"": ""Taste of Home"", ""Type"": ""M"", ""WikidataId"": ""Q7687701"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [188], ""SurfaceForms"": [""Taste of Home""]}, {""Label"": ""Christmas"", ""Type"": ""H"", ""WikidataId"": ""Q19809"", ""Confidence"": 0.969, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Christmas""]}]"
N56596	autos	autosmotorcycles	Chasing a Lamborghini Huracán Evo With a 200-MPH Ducati for 1200 Miles	"Some Italian manufacturers just don't know what the word ""comfort"" means."	https://assets.msn.com/labs/mind/AAJAvuY.html	"[{""Label"": ""Lamborghini Hurac\u00e1n"", ""Type"": ""V"", ""WikidataId"": ""Q15396270"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""Lamborghini Hurac\u00e1n""]}, {""Label"": ""Evo (magazine)"", ""Type"": ""M"", ""WikidataId"": ""Q749927"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [30], ""SurfaceForms"": [""Evo""]}, {""Label"": ""Ducati Motor Holding S.p.A."", ""Type"": ""O"", ""WikidataId"": ""Q271812"", ""Confidence"": 0.994, ""OccurrenceOffsets"": [49], ""SurfaceForms"": [""Ducati""]}, {""Label"": ""200 mph"", ""Type"": ""W"", ""WikidataId"": ""Q2761194"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""200-MPH""]}]"	[]
N60388	news	newscrime	Man threatened school to distract from robbery, police say	As a precaution, schools in one of the districts that were threatened placed all of its schools on a modified lockdown	https://assets.msn.com/labs/mind/AAJguyX.html	[]	[]
N35560	entertainment	celebrity	Megyn Kelly and Rose McGowan selfie sparks speculation: 'Brainstorming'	The newswoman shared a photo of herself taking a selfie with McGowan on Friday. Kelly, who hasn't yet landed anywhere after abruptly leaving NBC last year, has been using her platform as of late to speak out against sexual harassment and non-disclosure agreements.	https://assets.msn.com/labs/mind/AAJm4Nx.html	"[{""Label"": ""Rose McGowan"", ""Type"": ""P"", ""WikidataId"": ""Q211040"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Rose McGowan""]}, {""Label"": ""Megyn Kelly"", ""Type"": ""P"", ""WikidataId"": ""Q293260"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Megyn Kelly""]}, {""Label"": ""Brainstorming"", ""Type"": ""C"", ""WikidataId"": ""Q191183"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [57], ""SurfaceForms"": [""Brainstorming""]}]"	"[{""Label"": ""Rose McGowan"", ""Type"": ""P"", ""WikidataId"": ""Q211040"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [61], ""SurfaceForms"": [""McGowan""]}, {""Label"": ""Megyn Kelly"", ""Type"": ""P"", ""WikidataId"": ""Q293260"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [80], ""SurfaceForms"": [""Kelly""]}, {""Label"": ""NBC"", ""Type"": ""O"", ""WikidataId"": ""Q13974"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [141], ""SurfaceForms"": [""NBC""]}]"
N6506	lifestyle	lifestylebuzz	Woman Visits Stray Dog Every Day Until He Finally Lets Her Pet Him	Carley Coca When Carley Coca saw a post on Facebook about three dogs who had been abandoned at a nearby church in Florida, she immediately knew she had to help them.	https://assets.msn.com/labs/mind/AAJAw06.html	[]	"[{""Label"": ""Florida"", ""Type"": ""G"", ""WikidataId"": ""Q812"", ""Confidence"": 0.923, ""OccurrenceOffsets"": [114], ""SurfaceForms"": [""Florida""]}, {""Label"": ""Facebook"", ""Type"": ""O"", ""WikidataId"": ""Q355"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [43], ""SurfaceForms"": [""Facebook""]}]"
N44510	sports	baseball_mlb	MLB: Astros weren't whistling to relay stolen Yankees signs in ALCS, report says	The Yankees are very paranoid about the Astros stealing signs.	https://assets.msn.com/labs/mind/AAITwwa.html	"[{""Label"": ""Houston Astros"", ""Type"": ""O"", ""WikidataId"": ""Q848117"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [5], ""SurfaceForms"": [""Astros""]}, {""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Yankees""]}, {""Label"": ""Major League Baseball"", ""Type"": ""O"", ""WikidataId"": ""Q1163715"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""MLB""]}]"	"[{""Label"": ""Houston Astros"", ""Type"": ""O"", ""WikidataId"": ""Q848117"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [40], ""SurfaceForms"": [""Astros""]}, {""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Yankees""]}]"
N65123	sports	football_nfl	Brock Osweiler retires	"Brock Osweiler is calling it a career. Osweiler, the quarterback who had stints as a starter for the Broncos, Texans and Dolphins, told Mike Klis of 9 News in Denver that he is retiring. ""I'm extremely grateful for the time I did receive playing in the National Football League,'' Osweiler said. ""The experiences I did [more]"	https://assets.msn.com/labs/mind/AAISWe4.html	"[{""Label"": ""Brock Osweiler"", ""Type"": ""P"", ""WikidataId"": ""Q3645212"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Brock Osweiler""]}]"	"[{""Label"": ""Brock Osweiler"", ""Type"": ""P"", ""WikidataId"": ""Q3645212"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 39, 281], ""SurfaceForms"": [""Brock Osweiler"", ""Osweiler"", ""Osweiler""]}, {""Label"": ""Denver Broncos"", ""Type"": ""O"", ""WikidataId"": ""Q223507"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [101, 159], ""SurfaceForms"": [""Broncos"", ""Denver""]}, {""Label"": ""Houston Texans"", ""Type"": ""O"", ""WikidataId"": ""Q223514"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [110], ""SurfaceForms"": [""Texans""]}, {""Label"": ""Miami Dolphins"", ""Type"": ""O"", ""WikidataId"": ""Q223243"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [121], ""SurfaceForms"": [""Dolphins""]}, {""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [253], ""SurfaceForms"": [""National Football League""]}]"
